politician,polltype,subgroup,start_date,end_date,pollster_rating_name,sample_size,raw_sample_size,population,weight,approve,disapprove,approve_adjusted,disapprove_adjusted,tracking,url,poll_id,question_id,created_at,timestamp,pollster_rating_id,subpopulation
Joe Biden,potus-approve,All polls,2023-03-27,2023-04-02,Morning Consult,7033,45000,a,1.4050170517157001,40,52,38.80631949336148,53.343856685714,TRUE,https://pro.morningconsult.com/trackers/global-leader-approval,82541,171710,2023-04-06,2024-03-05T14:51:09Z,218,NA
Joe Biden,potus-approve,All polls,2023-03-01,2023-03-31,ActiVote,926,926,rv,0.8072507447839596,40,54,40.85884659158032,53.64927185775689,NA,https://www.activote.net/the-lefts-disapproval-of-joe-biden/,84899,188105,2023-12-08,2024-03-05T14:51:09Z,721,NA
Joe Biden,potus-approve,All polls,2023-03-01,2023-03-31,SSRS,1595,1595,a,1.0594569267279519,42,57,40.60279091531437,53.83567172358957,NA,https://www.cnn.com/2023/04/06/politics/cnn-poll-biden-reelection-2024/index.html,82553,171752,2023-04-07,2024-03-05T14:51:09Z,297,NA
Joe Biden,potus-approve,All polls,2023-03-29,2023-03-31,Big Village,1005,1005,a,0.8409806279623939,39,53,39.75311616371736,54.485171337344745,NA,https://big-village.com/public-opinion-polling/,82512,171567,2023-04-03,2024-03-05T14:51:09Z,37,NA
Joe Biden,potus-approve,All polls,2023-03-29,2023-03-31,TIPP Insights,1365,1365,a,0.9800975119879277,45,45,45.15881994458367,49.891344086304095,NA,https://www.investors.com/politics/biden-approval-rating-shows-resilience-as-financial-stress-rises/,82511,171563,2023-04-03,2024-03-05T14:51:09Z,144,NA
Joe Biden,potus-approve,All polls,2023-03-27,2023-03-29,Echelon Insights,1007,1007,lv,0.841817008704125,43,56,40.4451827892836,55.13645943898985,NA,https://echelonin.wpenginepowered.com/wp-content/uploads/March-2023-Omnibus-Topline-EXTERNAL.pdf,82492,171472,2023-03-31,2024-03-05T14:51:09Z,407,NA
Joe Biden,potus-approve,All polls,2023-03-23,2023-03-29,Rasmussen Reports,1500,1500,lv,0.7264966110222968,48,51,46.47948848651595,48.35762761660418,TRUE,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,82473,171349,2023-03-30,2024-03-05T14:51:09Z,277,NA
Joe Biden,potus-approve,All polls,2023-03-26,2023-03-28,YouGov,1500,1500,a,0.515496813767252,42,52,41.73489782111722,52.7798200019007,NA,https://docs.cdn.yougov.com/6z9bhe8ltv/econtoplines.pdf,82469,171224,2023-03-29,2024-03-05T14:51:09Z,391,NA
Joe Biden,potus-approve,All polls,2023-03-23,2023-03-27,Global Strategy Group/GBAO (Navigator Research),1000,1000,rv,0.8388860278781478,43,54,41.59953446607375,52.52178686299856,NA,https://navigatorresearch.org/americans-are-concerned-by-elected-officials-using-wokeness-as-a-distraction/,82527,171611,2023-04-04,2024-03-05T14:51:09Z,413,NA
Joe Biden,potus-approve,All polls,2023-03-24,2023-03-27,Beacon Research/Shaw & Co. Research,1007,1007,rv,0.841817008704125,44,56,41.21070845461094,54.343447437266256,NA,https://www.foxnews.com/official-polls/fox-news-poll-top-5-takeaways-bidens-economy-problems,82472,171314,2023-03-29,2024-03-05T14:51:09Z,103,NA
Joe Biden,potus-approve,All polls,2023-03-23,2023-03-27,Quinnipiac University,1788,1788,a,1.1217258242419526,37,57,40.5326283674331,55.98624842661479,NA,https://poll.qu.edu/poll-release?releaseid=3870,82471,171288,2023-03-29,2024-03-05T14:51:09Z,267,NA
Joe Biden,potus-approve,All polls,2023-03-20,2023-03-26,Morning Consult,7033,45000,a,1.1162222224612388,42,51,40.80631949336148,52.343856685714,TRUE,https://pro.morningconsult.com/trackers/global-leader-approval,82476,171352,2023-03-30,2024-03-05T14:51:09Z,218,NA
Joe Biden,potus-approve,All polls,2023-03-01,2023-03-23,Gallup,1009,1009,a,0.84265255929066,40,56,39.804308754528826,54.34485274009402,NA,https://news.gallup.com/poll/472895/biden-overall-approval-key-issue-ratings-lackluster.aspx,82466,171211,2023-03-28,2024-03-05T14:51:09Z,112,NA
Joe Biden,potus-approve,All polls,2023-03-20,2023-03-23,Marist College,1327,1327,a,0.966358836990534,42,49,41.730959205031674,50.23891663818412,NA,https://maristpoll.marist.edu/polls/biden-the-issues-facing-the-nation/,82454,171226,2023-03-29,2024-03-05T14:51:09Z,183,NA
Joe Biden,potus-approve,All polls,2023-03-22,2023-03-23,Harris Insights & Analytics,2905,2905,rv,1.4050170517157001,43,55,40.3678712314845,55.08590347382953,NA,https://harvardharrispoll.com/wp-content/uploads/2023/03/HHP_March_2023_KeyResults.pdf,82451,171142,2023-03-24,2024-03-05T14:51:09Z,133,NA
Joe Biden,potus-approve,All polls,2023-03-13,2023-03-22,Marquette University Law School,1004,1004,a,0.840562125509027,39,61,37.475503938187295,58.017854417497475,NA,https://law.marquette.edu/poll/wp-content/uploads/2023/03/MLSPSC13PressRelease_NationalIssues.pdf,82470,171358,2023-03-30,2024-03-05T14:51:09Z,195,NA
Joe Biden,potus-approve,All polls,2023-03-20,2023-03-22,YouGov,2117,2117,a,0.6124079005117792,45,55,44.73489782111722,55.7798200019007,NA,https://www.cbsnews.com/news/banks-inflation-opinion-poll-2023-03-23/,82439,171075,2023-03-23,2024-03-05T14:51:09Z,391,NA
Joe Biden,potus-approve,All polls,2023-03-16,2023-03-22,Rasmussen Reports,1500,1500,lv,0.7264966110222968,47,50,45.47948848651595,47.35762761660418,TRUE,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,82430,171066,2023-03-23,2024-03-05T14:51:09Z,277,NA
Joe Biden,potus-approve,All polls,2023-03-13,2023-03-21,YouGov,2000,2000,a,0.5952444483898346,47.1,52.9,46.834897821117224,53.6798200019007,NA,https://news.hofstra.edu/2023/03/28/biden-job-approval-rising-re-election-a-toss-up-kalikow-school-poll/,82482,171450,2023-03-30,2024-03-05T14:51:09Z,391,NA
Joe Biden,potus-approve,All polls,2023-03-16,2023-03-21,Premise,1978,1978,a,0.547860236342334,36,55,41.398086572627356,52.74551191803779,NA,https://projects.fivethirtyeight.com/polls/20230322_US_Premise.pdf,82424,170977,2023-03-22,2024-03-05T14:51:09Z,709,NA
Joe Biden,potus-approve,All polls,2023-03-19,2023-03-21,YouGov,1500,1500,a,0.515496813767252,43,51,42.73489782111722,51.7798200019007,NA,https://docs.cdn.yougov.com/ab9lupqxrn/econtoplines.pdf,82422,170936,2023-03-22,2024-03-05T14:51:09Z,391,NA
Joe Biden,potus-approve,All polls,2023-03-20,2023-03-20,Redfield & Wilton Strategies,1500,1500,rv,1.027421360325823,40,46,41.57194418125929,53.14972883329628,NA,https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-20-march-2023/,82450,171126,2023-03-24,2024-03-05T14:51:09Z,562,NA
Joe Biden,potus-approve,All polls,2023-03-16,2023-03-20,AP-NORC,1081,1081,a,0.8721994490702685,38,61,35.946238788005175,59.031305604976346,NA,https://apnorc.org/projects/biden-approval-slips-further/,82438,171074,2023-03-23,2024-03-05T14:51:09Z,397,NA
Joe Biden,potus-approve,All polls,2023-03-15,2023-03-20,CRC Advisors,1600,1600,rv,1.0611162181545821,45,52,44.013324621799605,50.94356149481733,NA,https://defendinged.org/press-releases/parents-defending-education-poll-71-of-voters-support-legislation-requiring-schools-to-inform-parents-if-their-child-wants-to-change-their-gender-identity/,82427,171033,2023-03-22,2024-03-05T14:51:09Z,764,NA
Joe Biden,potus-approve,All polls,2023-03-16,2023-03-20,McLaughlin & Associates,1000,1000,lv,0.8388860278781478,44,54,41.30499942339482,52.251606676995145,NA,https://mclaughlinonline.com/pols/wp-content/uploads/2023/03/National-March-Presentation-RELEASE-03-22-23.pdf,82426,171008,2023-03-22,2024-03-05T14:51:09Z,203,NA
Joe Biden,potus-approve,All polls,2023-03-16,2023-03-20,YouGov,1582,1582,a,0.6091799111950528,43,51,42.73489782111722,51.7798200019007,NA,https://news.yahoo.com/poll-no-sign-of-populist-backlash-against-biden-after-silicon-valley-bank-collapse-212115783.html,82425,171007,2023-03-22,2024-03-05T14:51:09Z,391,NA
Joe Biden,potus-approve,All polls,2023-03-16,2023-03-20,Monmouth University Polling Institute,805,805,a,0.7526635789342986,41,51,41.97040796916544,50.84415621589472,NA,https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_US_032123/,82419,170880,2023-03-21,2024-03-05T14:51:09Z,215,NA
Joe Biden,potus-approve,All polls,2023-03-17,2023-03-20,American Research Group,1100,1100,a,0.8798310886449139,46,49,44.97970411313195,49.68256701662923,NA,https://americanresearchgroup.com/economy/,82417,170860,2023-03-21,2024-03-05T14:51:09Z,9,NA
Joe Biden,potus-approve,All polls,2023-03-17,2023-03-19,Leger,1006,1006,a,0.5949588836112087,43,54,42.233969807214166,53.22214429823985,NA,https://leger360.com/surveys/joe-biden-and-kamala-harris-approval-ratings-march-29-2023/,82502,171542,2023-04-01,2024-03-05T14:51:09Z,572,NA
Joe Biden,potus-approve,All polls,2023-03-13,2023-03-19,Morning Consult,7033,45000,a,1.1162222224612388,42,51,40.80631949336148,52.343856685714,TRUE,https://pro.morningconsult.com/trackers/global-leader-approval,82433,171069,2023-03-23,2024-03-05T14:51:09Z,218,NA
Joe Biden,potus-approve,All polls,2023-03-14,2023-03-19,Selzer & Co.,1004,1004,a,0.840562125509027,39,51,42.53552403583791,51.730598916010585,NA,https://www.grinnell.edu/poll,82420,170905,2023-03-22,2024-03-05T14:51:09Z,304,NA
Joe Biden,potus-approve,All polls,2023-03-15,2023-03-17,Morning Consult,2007,2007,rv,0.5962852162980437,45,53,42.80631949336148,53.71954053667116,NA,https://spn.org/articles/new-polling-most-americans-are-staying-quiet-in-political-conversations/,82674,172297,2023-04-25,2024-03-05T14:51:09Z,218,NA
Joe Biden,potus-approve,All polls,2023-03-15,2023-03-17,Big Village,1007,1007,a,0.841817008704125,37.6,53.8,38.35311616371736,55.28517133734474,NA,https://big-village.com/public-opinion-polling/,82418,170865,2023-03-21,2024-03-05T14:51:09Z,37,NA
Joe Biden,potus-approve,All polls,2023-03-09,2023-03-15,Rasmussen Reports,1500,1500,lv,0.7264966110222968,47,52,45.47948848651595,49.35762761660418,TRUE,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,82399,170799,2023-03-16,2024-03-05T14:51:09Z,277,NA
Joe Biden,potus-approve,All polls,2023-03-13,2023-03-15,Morning Consult,1987,1987,rv,0.5933067500393162,46,51,43.80631949336148,51.71954053667116,NA,https://morningconsult.com/2023/03/15/silicon-valley-bank-bailout/,82394,170776,2023-03-16,2024-03-05T14:51:09Z,218,NA
Joe Biden,potus-approve,All polls,2023-03-13,2023-03-14,Public Policy Polling,622,622,rv,0.6616040474123687,46,48,45.966726200948486,49.71335535537602,NA,https://congressionalintegrity.org/new-poll-majority-of-american-voters-want-republicans-in-congress-to-stop-playing-partisan-games-and-focus-on-real-issues/,82396,170792,2023-03-16,2024-03-05T14:51:09Z,263,NA
Joe Biden,potus-approve,All polls,2023-03-11,2023-03-14,YouGov,1500,1500,a,0.7264966110222968,42,50,41.73489782111722,50.7798200019007,NA,https://docs.cdn.yougov.com/w24yzhnogx/econtoplines.pdf,82375,170664,2023-03-15,2024-03-05T14:51:09Z,391,NA
Joe Biden,potus-approve,All polls,2023-03-09,2023-03-13,Global Strategy Group/GBAO (Navigator Research),1000,1000,rv,0.8388860278781478,42,54,40.59953446607375,52.52178686299856,NA,https://navigatorresearch.org/three-in-four-support-railroad-oversight-legislation-after-east-palestine-train-derailment/,82429,171035,2023-03-22,2024-03-05T14:51:09Z,413,NA
Joe Biden,potus-approve,All polls,2023-03-09,2023-03-13,Quinnipiac University,1795,1795,a,0.6799679214109692,38,55,41.5326283674331,53.98624842661479,NA,https://poll.qu.edu/poll-release?releaseid=3869,82379,170736,2023-03-15,2024-03-05T14:51:09Z,267,NA
Joe Biden,potus-approve,All polls,2023-03-11,2023-03-12,Morning Consult,2201,2201,a,0.6244395140039424,48,47,46.80631949336148,48.343856685714,NA,https://morningconsult.com/2023/03/30/east-palestine-derailment-environmental-disaster/,82481,171357,2023-03-30,2024-03-05T14:51:09Z,218,NA
Joe Biden,potus-approve,All polls,2023-03-10,2023-03-12,Leger,1007,1007,a,0.5952545153728618,44,54,43.233969807214166,53.22214429823985,NA,https://leger360.com/surveys/legers-north-american-tracker-march-16-2023/,82401,170801,2023-03-17,2024-03-05T14:51:09Z,572,NA
Joe Biden,potus-approve,All polls,2023-03-06,2023-03-12,Morning Consult,7033,45000,a,1.1162222224612388,42,51,40.80631949336148,52.343856685714,TRUE,https://pro.morningconsult.com/trackers/global-leader-approval,82382,170764,2023-03-16,2024-03-05T14:51:09Z,218,NA
Joe Biden,potus-approve,All polls,2023-03-11,2023-03-12,Morning Consult,2200,2200,a,0.6242976442954197,47,48,45.80631949336148,49.343856685714,NA,https://morningconsult.com/2023/03/17/mifepristone-abortion-pill-kacsmaryk/,82376,170802,2023-03-17,2024-03-05T14:51:09Z,218,NA
Joe Biden,potus-approve,All polls,2023-03-06,2023-03-09,Wick,1250,1250,rv,0.9379030918551611,41.4,55.3,41.77067614794105,52.35905196306024,NA,https://wickinsights.com/march-omnibus/,82405,170820,2023-03-20,2024-03-05T14:51:09Z,284,NA
Joe Biden,potus-approve,All polls,2023-03-02,2023-03-08,Rasmussen Reports,1500,1500,lv,0.7264966110222968,49,50,47.47948848651595,47.35762761660418,TRUE,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,82352,170610,2023-03-09,2024-03-05T14:51:09Z,277,NA
Joe Biden,potus-approve,All polls,2023-03-04,2023-03-07,Premise,2116,2116,a,1.2202836508777695,38,52,43.398086572627356,49.74551191803779,NA,https://projects.fivethirtyeight.com/polls/20230308_US_Premise.pdf,82344,170496,2023-03-08,2024-03-05T14:51:09Z,709,NA
Joe Biden,potus-approve,All polls,2023-03-04,2023-03-07,YouGov,1500,1500,a,0.59318199895528545,41,52,40.73489782111722,52.7798200019007,NA,https://docs.cdn.yougov.com/yprcsknawy/econtoplines.pdf,82341,170461,2023-03-08,2024-03-05T14:51:09Z,391,NA
Joe Biden,potus-approve,All polls,2023-02-27,2023-03-05,Morning Consult,7033,45000,a,1.1162222224612388,42,50,40.80631949336148,51.343856685714,TRUE,https://pro.morningconsult.com/trackers/global-leader-approval,82389,170771,2023-03-16,2024-03-05T14:51:09Z,218,NA
Joe Biden,potus-approve,All polls,2023-03-03,2023-03-05,Morning Consult,2204,2204,a,0.6248649298684382,45,49,43.80631949336148,50.343856685714,NA,https://morningconsult.com/2023/03/14/taylor-swift-fandom-demographic/,82373,170662,2023-03-14,2024-03-05T14:51:09Z,218,NA
Joe Biden,potus-approve,All polls,2023-03-04,2023-03-05,Morning Consult,2205,2205,a,0.6250066708093264,44,49,42.80631949336148,50.343856685714,NA,https://morningconsult.com/2023/03/14/march-madness-viewership-survey-2023/,82369,170641,2023-03-14,2024-03-05T14:51:09Z,218,NA
Joe Biden,potus-approve,All polls,2023-03-03,2023-03-05,Leger,1004,1004,a,0.840562125509027,45,52,44.233969807214166,51.22214429823985,NA,https://leger360.com/surveys/joe-biden-and-kamala-harris-approval-ratings-march-8-2023/,82350,170572,2023-03-09,2024-03-05T14:51:09Z,572,NA
Joe Biden,potus-approve,All polls,2023-03-03,2023-03-05,Ipsos,1023,1023,a,0.8484783747555783,42.25,51.59,41.65352368378699,51.746804105643875,NA,https://www.ipsos.com/en-us/reuters-ipsos-core-political-survey-presidential-approval-tracker-march-2023,82342,170494,2023-03-08,2024-03-05T14:51:09Z,154,NA
Joe Biden,potus-approve,All polls,2023-03-03,2023-03-05,Morning Consult,2200,2200,a,0.6242976442954197,46,49,44.80631949336148,50.343856685714,NA,https://morningconsult.com/2023/03/08/streaming-concert-films-millennials/,82339,170458,2023-03-08,2024-03-05T14:51:09Z,218,NA
Joe Biden,potus-approve,All polls,2023-03-03,2023-03-05,Morning Consult,2203,2203,a,0.6247231567685152,45,49,43.80631949336148,50.343856685714,NA,https://morningconsult.com/2023/03/07/record-share-of-americans-believe-coronavirus-leaked-from-chinese-lab/,82320,169690,2023-03-07,2024-03-05T14:51:09Z,218,NA
Joe Biden,potus-approve,All polls,2023-03-03,2023-03-05,Morning Consult,2003,2003,rv,0.5956907144390677,44,53,41.80631949336148,53.71954053667116,NA,https://morningconsult.com/2023/03/06/marianne-williamson-biden-polling-2024/,82318,169646,2023-03-06,2024-03-05T14:51:09Z,218,NA
Joe Biden,potus-approve,All polls,2023-03-01,2023-03-03,The Winston Group,1000,1000,rv,0.8388860278781478,43,49,42.27372522674156,52.07975833919629,NA,https://www.winningtheissues.org/wp-content/uploads/2023/03/Winning-the-Issues-March-2023-National-Survey.pdf,82452,171166,2023-03-24,2024-03-05T14:51:09Z,385,NA
Joe Biden,potus-approve,All polls,2023-03-01,2023-03-03,TIPP Insights,1370,1370,a,0.9818909215609297,45,45,45.15881994458367,49.891344086304095,NA,https://www.investors.com/politics/biden-approval-rating-dips-hitting-a-new-low-among-this-key-group/,82315,169638,2023-03-06,2024-03-05T14:51:09Z,144,NA
Joe Biden,potus-approve,All polls,2023-02-23,2023-03-01,Rasmussen Reports,1500,1500,lv,0.7264966110222968,48,50,46.47948848651595,47.35762761660418,TRUE,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,82300,169567,2023-03-02,2024-03-05T14:51:09Z,277,NA
Joe Biden,potus-approve,All polls,2023-02-01,2023-02-28,ActiVote,926,926,rv,0.8072507447839596,42,53,42.85884659158032,52.64927185775689,NA,https://www.activote.net/the-lefts-disapproval-of-joe-biden/,84900,188106,2023-12-08,2024-03-05T14:51:09Z,721,NA
Joe Biden,potus-approve,All polls,2023-02-21,2023-02-28,SurveyMonkey,7033,19686,a,1.4050170517157001,44,53,42.622080624232716,51.19079976507341,NA,https://www.surveymonkey.com/curiosity/aapi-data-2023/,82351,170573,2023-03-09,2024-03-05T14:51:09Z,324,NA
Joe Biden,potus-approve,All polls,2023-02-25,2023-02-28,YouGov,1500,1500,a,0.59318199895528545,42,51,41.73489782111722,51.7798200019007,NA,https://docs.cdn.yougov.com/lq10bty4vr/econtoplines.pdf,82287,169507,2023-03-01,2024-03-05T14:51:09Z,391,NA
Joe Biden,potus-approve,All polls,2023-02-23,2023-02-27,Global Strategy Group/GBAO (Navigator Research),1000,1000,rv,0.8388860278781478,45,52,43.59953446607375,50.52178686299856,NA,https://navigatorresearch.org/three-in-four-view-the-safe-and-effective-record-of-medication-abortion-as-a-convincing-reason-for-it-to-remain-legal/,82304,169582,2023-03-03,2024-03-05T14:51:09Z,413,NA
Joe Biden,potus-approve,All polls,2023-02-23,2023-02-27,YouGov,1516,1516,a,0.5963372446130549,41,53,40.73489782111722,53.7798200019007,NA,https://news.yahoo.com/2024-poll-desantis-slides-as-trump-surges-to-first-head-to-head-lead-in-months-202853093.html,82279,169445,2023-02-28,2024-03-05T14:51:09Z,391,NA
Joe Biden,potus-approve,All polls,2023-02-24,2023-02-26,Morning Consult,2202,2202,a,0.4795202505470301,47,49,45.80631949336148,50.343856685714,NA,https://morningconsult.com/2023/03/02/us-frequent-flyers-want-airline-industry-more-regulated/,82301,169568,2023-03-02,2024-03-05T14:51:09Z,218,NA
Joe Biden,potus-approve,All polls,2023-02-20,2023-02-26,Morning Consult,7033,45000,a,1.1162222224612388,41,51,39.80631949336148,52.343856685714,TRUE,https://pro.morningconsult.com/trackers/global-leader-approval,82293,169551,2023-03-02,2024-03-05T14:51:09Z,218,NA
Joe Biden,potus-approve,All polls,2023-02-24,2023-02-26,Morning Consult,1993,1993,rv,0.594201857538524,44,53,41.80631949336148,53.71954053667116,NA,https://morningconsult.com/2023/02/28/vivek-ramaswamy-gop-presidential-candidates-2024/,82272,169479,2023-03-01,2024-03-05T14:51:09Z,218,NA
Joe Biden,potus-approve,All polls,2023-02-24,2023-02-26,Morning Consult,2201,2201,a,0.6244395140039424,44,50,42.80631949336148,51.343856685714,NA,https://morningconsult.com/2023/02/28/public-more-likely-to-believe-coronavirus-leaked-from-chinese-lab/,82268,169365,2023-02-28,2024-03-05T14:51:09Z,218,NA
Joe Biden,potus-approve,All polls,2023-02-24,2023-02-25,Emerson College,1060,1060,rv,0.863686027347512,43.7,49.5,42.810836089367186,52.856699207163615,NA,https://emersoncollegepolling.com/national-poll-71-of-democratic-voters-think-biden-should-be-2024-nominee/,82269,169366,2023-02-28,2024-03-05T14:51:09Z,88,NA
Joe Biden,potus-approve,All polls,2023-02-01,2023-02-23,Gallup,1008,1008,a,0.8422348876123157,42,54,41.804308754528826,52.34485274009402,NA,https://news.gallup.com/poll/471206/biden-job-approval-below-four-issues.aspx,82270,169367,2023-02-28,2024-03-05T14:51:09Z,112,NA
Joe Biden,potus-approve,All polls,2023-02-21,2023-02-23,Echelon Insights,1023,1023,lv,0.8484783747555783,43,56,40.4451827892836,55.13645943898985,NA,https://echeloninsights.com/in-the-news/feb-2023-ukraine/,82259,169304,2023-02-24,2024-03-05T14:51:09Z,407,NA
Joe Biden,potus-approve,All polls,2023-02-17,2023-02-23,McLaughlin & Associates,1000,1000,lv,0.8388860278781478,44,54,41.30499942339482,52.251606676995145,NA,https://mclaughlinonline.com/pols/wp-content/uploads/2023/02/National-February-Presentation-RELEASE-02-23-23-1.pdf,82255,169256,2023-02-23,2024-03-05T14:51:09Z,203,NA
Joe Biden,potus-approve,All polls,2023-02-19,2023-02-22,Beacon Research/Shaw & Co. Research,1006,1006,rv,0.8413989222573272,44,55,41.21070845461094,53.343447437266256,NA,https://www.foxnews.com/politics/fox-news-poll-gop-maintains-advantage-top-issues-democrats-show-some-momentum,82264,169349,2023-02-26,2024-03-05T14:51:09Z,103,NA
Joe Biden,potus-approve,All polls,2023-02-17,2023-02-22,The Bullfinch Group,1201,1201,a,0.9193364188863515,41,53,38.69774312218809,54.64403101708394,NA,https://www.thebullfinchgroup.com/post/public-release-of-bullfinch-q1-nationwide-survey-1,82252,169233,2023-02-23,2024-03-05T14:51:09Z,692,NA
Joe Biden,potus-approve,All polls,2023-02-16,2023-02-22,Rasmussen Reports,1500,1500,lv,0.7264966110222968,47,52,45.47948848651595,49.35762761660418,TRUE,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,82240,169195,2023-02-23,2024-03-05T14:51:09Z,277,NA
Joe Biden,potus-approve,All polls,2023-02-20,2023-02-21,YouGov,1500,1500,a,0.7264966110222968,44,50,43.73489782111722,50.7798200019007,NA,https://docs.cdn.yougov.com/2v3vq7dmv4/econtoplines.pdf,82236,169118,2023-02-22,2024-03-05T14:51:09Z,391,NA
Joe Biden,potus-approve,All polls,2023-02-14,2023-02-20,Clarity Campaign Labs,2002,2002,lv,1.186957031688128,42,50,42.21670816644694,50.69790759523622,NA,https://static1.squarespace.com/static/61ae8d5e55be5c7314b4c83a/t/6409ec4d2df4700a16ec9b5e/1678371918205/Clarity+Omnibus+Overview+-+February+2023.pdf,82654,172213,2023-04-21,2024-03-05T14:51:09Z,52,NA
Joe Biden,potus-approve,All polls,2023-02-16,2023-02-20,Morning Consult,2202,2202,a,0.624581351487658,47,48,45.80631949336148,49.343856685714,NA,https://morningconsult.com/2023/03/09/pickleball-fastest-growing-sport-tv-streaming/,82348,170564,2023-03-09,2024-03-05T14:51:09Z,218,NA
Joe Biden,potus-approve,All polls,2023-02-16,2023-02-20,AP-NORC,1247,1247,a,0.9367769320431429,45,54,42.946238788005175,52.031305604976346,NA,https://apnorc.org/projects/approval-of-bidens-foreign-policy-performance-remains-stable/,82254,169254,2023-02-23,2024-03-05T14:51:09Z,397,NA
Joe Biden,potus-approve,All polls,2023-02-17,2023-02-20,American Research Group,1100,1100,a,0.8798310886449139,45,51,43.97970411313195,51.68256701662923,NA,https://americanresearchgroup.com/economy/,82220,169080,2023-02-21,2024-03-05T14:51:09Z,9,NA
Joe Biden,potus-approve,All polls,2023-02-16,2023-02-19,Morning Consult,2203,2203,a,0.6247231567685152,42,53,40.80631949336148,54.343856685714,NA,https://morningconsult.com/2023/03/06/americans-preparing-for-recession-shore-up-savings-cut-spending/,82310,169610,2023-03-06,2024-03-05T14:51:09Z,218,NA
Joe Biden,potus-approve,All polls,2023-02-17,2023-02-19,Morning Consult,2205,2205,a,0.6250066708093264,43,51,41.80631949336148,52.343856685714,NA,https://morningconsult.com/2023/02/27/younger-americans-think-recent-mass-layoffs-were-avoidable/,82266,169363,2023-02-27,2024-03-05T14:51:09Z,218,NA
Joe Biden,potus-approve,All polls,2023-02-17,2023-02-19,Leger,1002,1002,a,0.593774884659462,42,55,41.233969807214166,54.22214429823985,NA,https://leger360.com/surveys/joe-biden-and-kamala-harris-approval-ratings-february-24-2023/,82260,169336,2023-02-24,2024-03-05T14:51:09Z,572,NA
Joe Biden,potus-approve,All polls,2023-02-16,2023-02-19,Premise,2228,2228,a,0.8854123114656035,40,52,45.398086572627356,49.74551191803779,NA,https://projects.fivethirtyeight.com/polls/20230223_US_Premise.pdf,82251,169235,2023-02-23,2024-03-05T14:51:09Z,709,NA
Joe Biden,potus-approve,All polls,2023-02-16,2023-02-19,Morning Consult,2202,2202,a,0.624581351487658,43,53,41.80631949336148,54.343856685714,NA,https://morningconsult.com/2023/02/23/best-picture-winners-oscars-forrest-gump-titanic/,82248,169203,2023-02-23,2024-03-05T14:51:09Z,218,NA
Joe Biden,potus-approve,All polls,2023-02-13,2023-02-19,Morning Consult,7033,45000,a,1.1162222224612388,41,51,39.80631949336148,52.343856685714,TRUE,https://pro.morningconsult.com/trackers/global-leader-approval,82243,169198,2023-02-23,2024-03-05T14:51:09Z,218,NA
Joe Biden,potus-approve,All polls,2023-02-19,2023-02-19,Redfield & Wilton Strategies,1500,1500,rv,1.027421360325823,40,45,41.57194418125929,52.14972883329628,NA,https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-19-february-2023/,82237,169172,2023-02-22,2024-03-05T14:51:09Z,562,NA
Joe Biden,potus-approve,All polls,2023-02-15,2023-02-17,Big Village,1010,1010,a,0.8430700240471537,40.5,51,41.25311616371736,52.485171337344745,NA,https://big-village.com/public-opinion-polling/,82217,169063,2023-02-17,2024-03-05T14:51:09Z,37,NA
Joe Biden,potus-approve,All polls,2023-02-13,2023-02-16,Marist College,1352,1352,a,0.9754192155293676,46,46,45.730959205031674,47.23891663818412,NA,https://maristpoll.marist.edu/polls/the-2024-presidential-election/,82235,169117,2023-02-22,2024-03-05T14:51:09Z,183,NA
Joe Biden,potus-approve,All polls,2023-02-15,2023-02-16,Harris Insights & Analytics,1838,1838,rv,1.1373017687314773,42,55,39.3678712314845,55.08590347382953,NA,https://harvardharrispoll.com/wp-content/uploads/2023/02/HHP_Feb2023_KeyResults.pdf,82216,169038,2023-02-17,2024-03-05T14:51:09Z,133,NA
Joe Biden,potus-approve,All polls,2023-02-09,2023-02-15,Rasmussen Reports,1500,1500,lv,0.7264966110222968,45,53,43.47948848651595,50.35762761660418,TRUE,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,82203,168976,2023-02-16,2024-03-05T14:51:09Z,277,NA
Joe Biden,potus-approve,All polls,2023-02-09,2023-02-14,Quinnipiac University,1580,1580,a,1.054463386313294,40,54,43.5326283674331,52.98624842661479,NA,https://poll.qu.edu/poll-release?releaseid=3866,82212,168997,2023-02-16,2024-03-05T14:51:09Z,267,NA
Joe Biden,potus-approve,All polls,2023-02-11,2023-02-14,YouGov,1500,1500,a,0.515496813767252,42,50,41.73489782111722,50.7798200019007,NA,https://docs.cdn.yougov.com/6c9yo78fw1/econtoplines.pdf,82201,168935,2023-02-15,2024-03-05T14:51:09Z,391,NA
